   34785000.000000000        69570000.000000000        1.0947002349951556E-008  0.19039573837153242     
           2   69570000.000000000        34785000.000000000        0.0000000000000000       0.19039573837153242     
           3   104355000.00000000        69570000.000000000        3.6120848972790286E-035  0.19039573837153242     
           4   139140000.00000000        104355000.00000000        0.0000000000000000       0.19039573837153242     
           5   173925000.00000000        139140000.00000000        0.0000000000000000       0.19039573837153242     
           6   208710000.00000000        173925000.00000000        0.0000000000000000       0.19039573837153242     
           7   243495000.00000000        208710000.00000000        0.0000000000000000       0.19039573837153242     
           8   278280000.00000000        243495000.00000000        0.0000000000000000       0.19039573837153242     
           9   313065000.00000000        278280000.00000000        0.0000000000000000       0.19039573837153242     
          10   347850000.00000000        313065000.00000000        0.0000000000000000       0.19039573837153242     
          11   382635000.00000000        347850000.00000000        0.0000000000000000       0.19039573837153242     
          12   417420000.00000000        382635000.00000000        0.0000000000000000       0.19039573837153242     
          13   452205000.00000000        417420000.00000000        0.0000000000000000       0.19039573837153242     
          14   486990000.00000000        452205000.00000000        0.0000000000000000       0.19039573837153242     
          15   521775000.00000000        486990000.00000000        0.0000000000000000       0.19039573837153242     
          16   556560000.00000000        521775000.00000000        0.0000000000000000       0.19039573837153242     
          17   591345000.00000000        556560000.00000000        0.0000000000000000       0.19039573837153242     
          18   626130000.00000000        591345000.00000000        0.0000000000000000       0.19039573837153242     
          19   660915000.00000000        626130000.00000000        0.0000000000000000       0.19039573837153242     
          20   695700000.00000000        660915000.00000000        0.0000000000000000       0.19039573837153242     
          21   730485000.00000000        695700000.00000000        0.0000000000000000       0.19039573837153242     
          22   765270000.00000000        730485000.00000000        0.0000000000000000       0.19039573837153242     
          23   800055000.00000000        765270000.00000000        0.0000000000000000       0.19039573837153242     
          24   834840000.00000000        800055000.00000000                            NaN                       NaN
          25   869625000.00000000        834840000.00000000        0.0000000000000000                            NaN
          26   904410000.00000000        869625000.00000000        0.0000000000000000                            NaN
          27   939195000.00000000        904410000.00000000                            NaN                       NaN
          28   973980000.00000000        939195000.00000000        0.0000000000000000                            NaN
          29   1008765000.0000000        973980000.00000000        0.0000000000000000                            NaN
          30   1043550000.0000000        1008765000.0000000        0.0000000000000000                            NaN
          31   1078335000.0000000        1043550000.0000000        0.0000000000000000                            NaN
          32   1113120000.0000000        1078335000.0000000        0.0000000000000000                            NaN
          33   1147905000.0000000        1113120000.0000000        0.0000000000000000                            NaN
          34   1182690000.0000000        1147905000.0000000        0.0000000000000000                            NaN
          35   1217475000.0000000        1182690000.0000000        0.0000000000000000                            NaN
          36   1252260000.0000000        1217475000.0000000        0.0000000000000000                            NaN
          37   1287045000.0000000        1252260000.0000000        0.0000000000000000                            NaN
          38   1321830000.0000000        1287045000.0000000        0.0000000000000000                            NaN
          39   1356615000.0000000        1321830000.0000000        0.0000000000000000                            NaN
          40   1391400000.0000000        1356615000.0000000        0.0000000000000000                            NaN
          41   1426185000.0000000        1391400000.0000000        0.0000000000000000                            NaN
          42   1460970000.0000000        1426185000.0000000        0.0000000000000000                            NaN
          43   1495754999.9999998        1460970000.0000000        0.0000000000000000                            NaN
          44   1530540000.0000000        1495754999.9999998        0.0000000000000000                            NaN
          45   1565325000.0000000        1530540000.0000000        0.0000000000000000                            NaN
          46   1600110000.0000000        1565325000.0000000        0.0000000000000000                            NaN
          47   1634895000.0000000        1600110000.0000000        0.0000000000000000                            NaN
          48   1669680000.0000000        1634895000.0000000        0.0000000000000000                            NaN
          49   1704465000.0000000        1669680000.0000000        0.0000000000000000                            NaN
          50   1739250000.0000000        1704465000.0000000        0.0000000000000000                            NaN
          51   1774035000.0000000        1739250000.0000000        0.0000000000000000                            NaN
          52   1808820000.0000000        1774035000.0000000        0.0000000000000000                            NaN
          53   1843605000.0000000        1808820000.0000000        0.0000000000000000                            NaN
          54   1878390000.0000000        1843605000.0000000        0.0000000000000000                            NaN
          55   1913175000.0000000        1878390000.0000000        0.0000000000000000                            NaN
          56   1947960000.0000000        1913175000.0000000        0.0000000000000000                            NaN
          57   1982745000.0000000        1947960000.0000000        0.0000000000000000                            NaN
          58   2017530000.0000000        1982745000.0000000        0.0000000000000000                            NaN
          59   2052315000.0000000        2017530000.0000000        0.0000000000000000                            NaN
          60   2087100000.0000000        2052315000.0000000        0.0000000000000000                            NaN
          61   2121885000.0000000        2087100000.0000000        0.0000000000000000                            NaN
          62   2156670000.0000000        2121885000.0000000        0.0000000000000000                            NaN
          63   2191455000.0000000        2156670000.0000000        0.0000000000000000                            NaN
          64   2226240000.0000000        2191455000.0000000        0.0000000000000000                            NaN
          65   2261025000.0000000        2226240000.0000000        0.0000000000000000                            NaN
          66   2295810000.0000000        2261025000.0000000        0.0000000000000000                            NaN
          67   2330595000.0000000        2295810000.0000000        0.0000000000000000                            NaN
          68   2365380000.0000000        2330595000.0000000        0.0000000000000000                            NaN
          69   2400165000.0000000        2365380000.0000000        0.0000000000000000                            NaN
          70   2434950000.0000000        2400165000.0000000        0.0000000000000000                            NaN
          71   2469735000.0000000        2434950000.0000000        0.0000000000000000                            NaN
          72   2504520000.0000000        2469735000.0000000        0.0000000000000000                            NaN
          73   2539305000.0000000        2504520000.0000000        0.0000000000000000                            NaN
          74   2574090000.0000000        2539305000.0000000        0.0000000000000000                            NaN
          75   2608875000.0000000        2574090000.0000000        0.0000000000000000                            NaN
          76   2643660000.0000000        2608875000.0000000        0.0000000000000000                            NaN
          77   2678445000.0000000        2643660000.0000000        0.0000000000000000                            NaN
          78   2713230000.0000000        2678445000.0000000        0.0000000000000000                            NaN
          79   2748015000.0000000        2713230000.0000000        0.0000000000000000                            NaN
          80   2782800000.0000000        2748015000.0000000        0.0000000000000000                            NaN
          81   2817585000.0000000        2782800000.0000000        0.0000000000000000                            NaN
          82   2852370000.0000000        2817585000.0000000        0.0000000000000000                            NaN
          83   2887155000.0000000        2852370000.0000000        0.0000000000000000                            NaN
          84   2921940000.0000000        2887155000.0000000        0.0000000000000000                            NaN
          85   2956725000.0000000        2921940000.0000000        0.0000000000000000                            NaN
          86   2991509999.9999995        2956725000.0000000        0.0000000000000000                            NaN
          87   3026295000.0000000        2991509999.9999995        0.0000000000000000                            NaN
          88   3061080000.0000000        3026295000.0000000        0.0000000000000000                            NaN
          89   3095865000.0000000        3061080000.0000000        0.0000000000000000                            NaN
          90   3130650000.0000000        3095865000.0000000        0.0000000000000000                            NaN
          91   3165435000.0000000        3130650000.0000000        0.0000000000000000                            NaN
          92   3200220000.0000000        3165435000.0000000        0.0000000000000000                            NaN
          93   3235005000.0000000        3200220000.0000000        0.0000000000000000                            NaN
          94   3269790000.0000000        3235005000.0000000        0.0000000000000000                            NaN
          95   3304575000.0000000        3269790000.0000000        0.0000000000000000                            NaN
          96   3339360000.0000000        3304575000.0000000        0.0000000000000000                            NaN
          97   3374145000.0000000        3339360000.0000000        0.0000000000000000                            NaN
          98   3408930000.0000000        3374145000.0000000        0.0000000000000000                            NaN
          99   3443715000.0000000        3408930000.0000000        0.0000000000000000                            NaN
         100   3478500000.0000000        3443715000.0000000        0.0000000000000000                            NaN
         101   3513285000.0000000        3478500000.0000000        0.0000000000000000                            NaN
         102   3548070000.0000000        3513285000.0000000        0.0000000000000000                            NaN
         103   3582855000.0000000        3548070000.0000000        6.1155411260713375E-028                       NaN
         104   3617640000.0000000        3582855000.0000000        0.0000000000000000                            NaN
         105   3652425000.0000000        3617640000.0000000        4.6813979003065858E-005                       NaN
         106   3687210000.0000000        3652425000.0000000        0.0000000000000000                            NaN
         107   3721995000.0000000        3687210000.0000000        0.0000000000000000                            NaN
         108   3756780000.0000000        3721995000.0000000        0.0000000000000000                            NaN
         109   3791565000.0000000        3756780000.0000000        0.0000000000000000                            NaN
         110   3826350000.0000000        3791565000.0000000        0.0000000000000000                            NaN
         111   3861135000.0000000        3826350000.0000000        0.0000000000000000                            NaN
